Name,Category,Latitude,Longitude,Price,Rating,Zipcode,Total,Median income (dollars),Mean income (dollars)
Dante West Village,Cocktail Bars,40.735202,-74.006251,$$$,4.0,10014,"17,139","136,154","217,624"
Di Fara Pizza,Pizza,40.706894091267536,-74.00184964894031,,4.0,0,,,
Mermaid Oyster Bar,Seafood,40.72922,-74.00126,,4.5,0,,,
Chez Moi,French,40.6907305802403,-73.99551244328,$$$,4.0,11201,"29,262","139,697","198,854"
Leyenda,Latin American,40.68431,-73.99197,$$,4.0,11201,"29,262","139,697","198,854"
l’abeille,French,40.72188,-74.00995,,4.0,0,,,
Risbo,French,40.6560593,-73.9597273,$$,4.0,11225,"24,177","65,200","91,135"
Bistro So,Brasseries,40.71755,-73.95603,$$,4.5,11211,"40,821","90,871","128,607"
Mr Bao,Shanghainese,40.717057,-73.958764,,4.0,0,,,
Peaches HotHouse,Southern,40.6833699737169,-73.9437798410654,$$,4.0,11216,"25,771","77,343","108,890"
Brooklyn Chop House,Dim Sum,40.71151,-74.00597,$$$,4.0,10038,"10,800","95,640","155,311"
Shake Shack Dumbo,American (Traditional),40.703081726098,-73.994004,$$,4.0,11201,"29,262","139,697","198,854"
Sweet Chick,American (New),40.67763,-73.97255,$$,4.0,11217,"18,627","122,598","182,618"
Dimsum Garden,Dim Sum,40.74979,-73.97743,,4.5,0,,,
Forever Thai,Thai,40.7039938,-73.9310911,$$,4.5,11237,"17,383","57,375","76,385"
Misirizzi,Italian,40.7272,-73.99228,$$,4.5,10003,"25,158","129,981","211,756"
Baodega,Shanghainese,40.74014,-73.99178,$$,4.0,10011,"28,775","136,208","210,553"
Maison Close,French,40.72331,-74.00363,,4.5,0,,,
Mekelburg's,Specialty Food,40.687542,-73.962334,$$,4.0,11238,"25,443","100,568","136,836"
JUA,Korean,40.739694,-73.987832,$$$$,5.0,10010,"16,499","139,188","214,151"
Tiki Chick,Food Delivery Services,40.7034191,-73.99234698426135,,4.0,0,,,
La Barca Cantina,Bars,40.76131,-74.00194,,3.5,0,,,
Bings & Noodles,Chinese,40.730003496197085,-73.9996072,,4.0,0,,,
Izakaya Toribar,Tapas/Small Plates,40.759641,-73.9685558,$$,4.0,10022,,,
Brooklyn Suya,African,40.67402,-73.95661,$$,4.5,11216,"25,771","77,343","108,890"
Chong Qing Wharf,Hot Pot,40.63137085498639,-74.00851908604734,,4.0,0,,,
The Mermaid Inn,Seafood,40.74813167,-74.00410833,$$$,4.5,10011,"28,775","136,208","210,553"
Xu's Public House,Chinese,40.73589,-73.9917,$$$,4.0,10003,"25,158","129,981","211,756"
Alegria,Spanish,40.70209,-73.92364,,5.0,0,,,
SUGARFISH by Sushi Nozawa - Midtown West,Japanese,40.764976,-73.981655,,4.5,0,,,
Threes Brewing Greenpoint,Bars,40.73025,-73.95781,$$,4.0,11222,"17,941","96,435","122,507"
Fob Brooklyn,Filipino,40.6826583,-73.9930755,$$,4.0,11231,"15,871","108,525","169,055"
Miznon,Sandwiches,40.75352,-74.00012,$$,4.0,10001,,,
Verlaine,Tapas/Small Plates,40.720079,-73.987785,$$,4.0,10002,"33,790","35,607","70,204"
Gatsby's Landing Times Square,American (New),40.7565,-73.98427,,4.5,0,,,
750 Myrtle Diner,Tapas Bars,40.694779,-73.952807,$$,4.0,11205,"16,779","62,952","104,376"
Bijan's,American (New),40.68803,-73.98671,$$,4.0,11211,"40,821","90,871","128,607"
Kaikagetsu NYC,Japanese,40.72104,-73.98848,$$$$,4.5,10002,"33,790","35,607","70,204"
Marian's,American (New),40.73492,-73.99995,,4.5,0,,,
Estuary,Bakeries,40.6932355,-74.0007940774,,4.0,0,,,
Fifty Henry,Wine Bars,40.69955614677912,-73.99227966108869,,4.0,0,,,
Bao Bao Cafe,Ramen,40.740829,-73.983474,$$,4.0,10010,"16,499","139,188","214,151"
Carbone,Italian,40.728,-74.0001497,$$$$,4.0,10012,"12,574","110,490","180,973"
Yardbird,Chicken Shop,40.68798,-73.98961,$$,4.0,11201,"29,262","139,697","198,854"
Blessing,Taiwanese,40.7086279,-73.9415309,,5.0,0,,,
Bolero,Vietnamese,40.71799,-73.95741,,4.0,0,,,
Frida Midtown,Mexican,40.756610894855896,-73.96919065816803,$$$,4.5,10022,,,
The Warren,Gastropubs,40.7331,-74.0067,$$,4.0,10014,"17,139","136,154","217,624"
Osamil,Korean,40.74697,-73.9864,$$,4.5,10001,,,
Yardbird,Chicken Shop,40.68798,-73.98961,$$,4.0,11201,"29,262","139,697","198,854"
Blessing,Taiwanese,40.7086279,-73.9415309,,5.0,0,,,
Bolero,Vietnamese,40.71799,-73.95741,,4.0,0,,,
Frida Midtown,Mexican,40.756610894855896,-73.96919065816803,$$$,4.5,10022,,,
The Warren,Gastropubs,40.7331,-74.0067,$$,4.0,10014,"17,139","136,154","217,624"
Osamil,Korean,40.74697,-73.9864,$$,4.5,10001,,,
Chikarashi,Japanese,40.71792477072888,-73.99945752883555,$$,4.0,10013,"12,294","130,675","294,915"
Cocoron  & Goemon Curry,Japanese,40.72029996280202,-73.99304888458795,$$,4.0,10002,"33,790","35,607","70,204"
Lava Shawarma,Mediterranean,40.71964,-73.98507,$,4.5,10002,"33,790","35,607","70,204"
Manhatta,American (New),40.70800627689857,-74.00888226517013,$$$$,4.5,10005,"4,649","184,681","218,441"
Lowerline,Cajun/Creole,40.67421,-73.96324,$$,4.5,11238,"25,443","100,568","136,836"
Luchadores,Mexican,40.70582,-74.00411,$$,4.0,10038,"10,800","95,640","155,311"
Hao Noodle Chelsea,Chinese,40.7406999,-74.00436,$$,4.5,10014,"17,139","136,154","217,624"
KazuNori  | The Original Hand Roll Bar,Sushi Bars,40.74519,-73.98824,$$,4.5,10001,,,
Mika,Pool Halls,40.705116,-73.931991,,4.0,0,,,
Meadowsweet,American (Traditional),40.7103995,-73.9632384,$$$,4.0,11211,"40,821","90,871","128,607"
Prince Street Pizza,Pizza,40.72308755605564,-73.99453001177575,$,4.5,10012,"12,574","110,490","180,973"
The Spaniard,American (New),40.7327497,-74.0021829,$$,3.5,10014,"17,139","136,154","217,624"
Ume Williamsburg,Sushi Bars,40.71657,-73.96559,$$$$,4.0,11249,,,
K'OOK,Korean,40.72682,-73.98738,$$,4.0,10003,"25,158","129,981","211,756"
Sonnyboy,Breakfast & Brunch,40.72052,-73.9901,$$,4.5,10002,"33,790","35,607","70,204"
Gugu Room,Izakaya,40.72012288073263,-73.98932690000238,,4.0,0,,,
Wok Wok Southeast Asian Kitchen,Chinese,40.7140555,-73.9988387116394,$$,4.0,10013,"12,294","130,675","294,915"
3 Times,Dim Sum,40.71106,-73.95179,,5.0,0,,,
Five Leaves,American (New),40.72371830945,-73.95159863632,$$,4.0,11222,"17,941","96,435","122,507"
Tavern on the Green,American (New),40.772194,-73.9776,$$$,3.5,10023,"33,770","137,347","226,093"
Los Tacos No.1,Tacos,40.726157,-73.9946634,,4.5,0,,,
Fuji Hibachi,Japanese,40.7579059,-73.99069,$$,4.0,10036,"17,437","97,720","139,050"
THEP Thai Restaurant,Thai,40.77078,-73.95727,$$,4.5,10021,"22,084","130,968","237,726"
Duckedup,Dim Sum,40.7205,-73.98826,,4.5,0,,,
The Orchard Room,Bars,40.719365,-73.989322,,4.5,0,,,
Saraghina Pizzeria,Pizza,40.6837407,-73.9353473,$$,4.0,11233,"31,811","48,278","71,104"
Follia,Wine Bars,40.7349243164062,-73.9855880737305,$$,4.0,10003,"25,158","129,981","211,756"
Paisley,Indian,40.722387,-74.0095662,,4.5,0,,,
Baba's Pierogies,Modern European,40.67687,-73.98633,$$,4.5,11215,"28,714","144,330","197,323"
Zutto Ramen Sushi Bar,Sushi Bars,40.72216387113858,-74.00060262235758,,4.5,0,,,
Boran,Thai,40.6782327,-73.998062,$$,4.5,11231,"15,871","108,525","169,055"
Threes Brewing,Venues & Event Spaces,40.6797218322754,-73.9821624755859,$$,4.0,11217,"18,627","122,598","182,618"
Sea Wolf - Williamsburg Waterfront,Seafood,40.709946,-73.968608,$$$,4.0,11249,,,
Chef Tan Newport 蜀湘门第,Szechuan,40.7283333339534,-74.0344276659991,$$,3.5,7310,,,
Sushi W,Japanese,40.79837,-73.96941,,4.5,0,,,
Lupa,Italian,40.7276,-74.000045,$$$,4.0,10012,"12,574","110,490","180,973"
Bar Goto,Cocktail Bars,40.72277,-73.98989,$$,4.5,10002,"33,790","35,607","70,204"
Da Gennaro,Italian,40.71832,-73.99794,$$$,4.0,10013,"12,294","130,675","294,915"
Bamboo Walk Restaurant,Caribbean,40.63961491754493,-73.92889195252587,$$$,3.5,11203,"29,249","57,707","76,911"
Il Corallo Trattoria,Italian,40.7262073,-74.0018919,$$,4.0,10012,"12,574","110,490","180,973"
Bar Crudo,Seafood,40.670226,-73.985768,$$$,4.5,11215,"28,714","144,330","197,323"
Bobwhite Counter,Southern,40.72365,-73.97899,$,4.5,10009,"29,356","68,220","108,017"
Daleview Biscuits and Beer,Cafes,40.65893,-73.95064,$$,4.0,11225,"24,177","65,200","91,135"
Imani,Caribbean,40.689413,-73.970866,$$,4.0,11205,"16,779","62,952","104,376"
Da Gennaro,Italian,40.71832,-73.99794,$$$,4.0,10013,"12,294","130,675","294,915"
Boqueria West 40th St,Tapas/Small Plates,40.75558,-73.99012,$$,4.0,10018,"4,321","136,360","187,702"
Bamboo Walk Restaurant,Caribbean,40.63961491754493,-73.92889195252587,$$$,3.5,11203,"29,249","57,707","76,911"
Il Corallo Trattoria,Italian,40.7262073,-74.0018919,$$,4.0,10012,"12,574","110,490","180,973"
Bar Crudo,Seafood,40.670226,-73.985768,$$$,4.5,11215,"28,714","144,330","197,323"
Cowgirl Seahorse,Tex-Mex,40.7081358,-74.0004532,$$,3.5,10038,"10,800","95,640","155,311"
Bobwhite Counter,Southern,40.72365,-73.97899,$,4.5,10009,"29,356","68,220","108,017"
Daleview Biscuits and Beer,Cafes,40.65893,-73.95064,$$,4.0,11225,"24,177","65,200","91,135"
Imani,Caribbean,40.689413,-73.970866,$$,4.0,11205,"16,779","62,952","104,376"
Kin Ramen,Ramen,40.76435,-73.97904,$$,4.5,10019,"27,340","101,651","177,809"
Jack's Wife Freda,Breakfast & Brunch,40.74091,-74.00146,$$,4.0,10011,"28,775","136,208","210,553"
Pio Pio 8,Latin American,40.760506289326,-73.994564488901,$$$,4.0,10036,"17,437","97,720","139,050"
Safari Restaurant NYC,Somali,40.80381,-73.9535,$$,4.5,10026,"15,362","64,716","109,506"
Evil Katsu,Japanese,40.72768479788727,-73.98324300000446,$$,4.5,10009,"29,356","68,220","108,017"
Cucina Alba,Italian,40.7451419,-74.0069681,,4.0,0,,,
Two Hands,Cafes,40.72630601445103,-73.9956844,,4.0,0,,,
Sunflower - Gramercy,Breakfast & Brunch,40.7399,-73.98219,$$,4.5,10010,"16,499","139,188","214,151"
Sobre Masa,Mexican,40.70634,-73.93136,,4.5,0,,,
HACHE,Tapas Bars,40.75591,-73.96732,,4.5,0,,,
Fulgurances,Latin American,40.72943,-73.95738,,3.5,0,,,
Upland,American (New),40.7418912,-73.9846396,$$$,4.0,10010,"16,499","139,188","214,151"
Chard,Singaporean,40.73502,-73.99296,,4.5,0,,,
Taiwanese Yummy,Taiwanese,40.713,-74.0072,,5.0,0,,,
Katsu-Hama,Japanese,40.75638,-73.97759,$$,4.0,10017,"9,858","130,417","184,005"
Hold Fast Kitchen & Spirits,American (New),40.76064,-73.99023,$$,4.5,10036,"17,437","97,720","139,050"
Smør,Scandinavian,40.72935222162667,-73.98166426266144,,4.5,0,,,
L'Angeletto,Italian,40.73541417,-73.982956,,4.5,0,,,
Thai Holic,Thai,40.693005,-73.971286,$$,4.5,11205,"16,779","62,952","104,376"
Bites of Xi'an,Burgers,40.730861,-73.989941,,4.5,0,,,
La Chacra,Peruvian,40.71141,-73.94762,,4.5,0,,,
Ras Plant Based,Ethiopian,40.67343,-73.95682,$$,5.0,11238,"25,443","100,568","136,836"
Ignazio's,Pizza,40.703137,-73.993608,$$,3.5,11201,"29,262","139,697","198,854"
Vinyl Steakhouse,Steakhouses,40.74004396634562,-73.9930878,,5.0,0,,,
Omakase By Korami,Japanese,40.763503307884655,-73.989323,$$$$,5.0,10019,"27,340","101,651","177,809"
Artesano Peruvian Restaurant,Peruvian,40.71447766426351,-74.0074549,,4.5,0,,,
Stella's,Caribbean,40.66536,-73.98929,$$,4.5,11215,"28,714","144,330","197,323"
Dumpling N' Dips,Dim Sum,40.72944,-73.98934,$,4.5,10003,"25,158","129,981","211,756"
Paulie Gee's,Pizza,40.729546,-73.958568,$$,4.5,11222,"17,941","96,435","122,507"
French Louie,French,40.6879459,-73.988257,$$,4.0,11201,"29,262","139,697","198,854"
Joy Love Club,Dim Sum,40.7444,-73.99891,,4.5,0,,,
La Parisienne,Cafes,40.70961,-74.0093799,$$,4.5,10038,"10,800","95,640","155,311"
The Dolar Shop,Hot Pot,40.731032,-73.988569,$$$,4.5,10003,"25,158","129,981","211,756"
The Rag Trader & Bo Peep Cocktail and Highball Store,Bars,40.75059,-73.98628,$$,4.5,10018,"4,321","136,360","187,702"
Mad Morton,American (New),40.731365,-74.003888,,4.5,0,,,
Maman,Cafes,40.75151,-73.99581,,4.5,0,,,
Citizens Of Gramercy,Australian,40.73669225517018,-73.98148811349184,$$,4.0,10010,"16,499","139,188","214,151"
Osteria Brooklyn,Italian,40.693154,-73.967177,$$$,4.5,11205,"16,779","62,952","104,376"
SUGARFISH by sushi nozawa,Sushi Bars,40.72511,-74.00358,$$$,4.0,10012,"12,574","110,490","180,973"
The Smith,American (New),40.7716201269986,-73.9818377981476,$$,4.0,10023,"33,770","137,347","226,093"
The Tuck Room,Tapas/Small Plates,40.7066254,-74.00314050061166,$$,3.5,10038,"10,800","95,640","155,311"
Mad Morton,American (New),40.731365,-74.003888,,4.5,0,,,
Maman,Cafes,40.75151,-73.99581,,4.5,0,,,
Citizens Of Gramercy,Australian,40.73669225517018,-73.98148811349184,$$,4.0,10010,"16,499","139,188","214,151"
Osteria Brooklyn,Italian,40.693154,-73.967177,$$$,4.5,11205,"16,779","62,952","104,376"
SUGARFISH by sushi nozawa,Sushi Bars,40.72511,-74.00358,$$$,4.0,10012,"12,574","110,490","180,973"
The Smith,American (New),40.7716201269986,-73.9818377981476,$$,4.0,10023,"33,770","137,347","226,093"
The Tuck Room,Tapas/Small Plates,40.7066254,-74.00314050061166,$$,3.5,10038,"10,800","95,640","155,311"
Adrienne's Pizzabar,Pizza,40.7043362,-74.0101733,$$,4.0,10004,"1,822","204,949","325,028"
Slutty Vegan,Vegan,40.686078,-73.974214,$$,4.5,11217,"18,627","122,598","182,618"
Emilia by Nai,Seafood,40.729047028115936,-73.98390437116394,,4.5,0,,,
Mad For Chicken Cobble Hill,Restaurants,40.68578,-73.99125,$$,4.5,11201,"29,262","139,697","198,854"
Flora,Italian,40.66458,-73.9800099,$$,4.5,11215,"28,714","144,330","197,323"
12 Chairs Cafe,Middle Eastern,40.7145615,-73.9653168,$$,4.0,11249,,,
SUteiShi,Japanese,40.70788,-74.00194,$$$,4.0,10038,"10,800","95,640","155,311"
Frankies 457 Spuntino,Italian,40.677328,-73.997972,$$$,4.0,11231,"15,871","108,525","169,055"
Arden,American (New),40.6717311853659,-73.957878,,5.0,0,,,
Ho Foods,Taiwanese,40.72634,-73.98478,$$,4.0,10009,"29,356","68,220","108,017"
Buddakan,Chinese,40.7422762672197,-74.0048000961542,$$$$,4.0,10011,"28,775","136,208","210,553"
Charm Kao,Thai,40.6892229764259,-73.9863216751898,$$,4.5,11201,"29,262","139,697","198,854"
Leland Eating and Drinking House ,Wine Bars,40.67982210561853,-73.96511882543564,,4.5,0,,,
Dept Of Culture,African,40.68718,-73.95079,,5.0,0,,,
Patti Ann's,American (New),40.67959,-73.96837,,4.0,0,,,
Zaab Zaab,Thai,40.74319,-73.8886,$$,4.0,11373,"31,255","56,835","73,043"
Swell Dive,Filipino,40.689183858613,-73.9549609646201,$$,4.0,11205,"16,779","62,952","104,376"
Nish Nush,Vegetarian,40.715688,-74.007695,$$,4.5,10013,"12,294","130,675","294,915"
Pylos,Greek,40.72608,-73.98415,$$$,4.5,10009,"29,356","68,220","108,017"
Da Toscano,Italian,40.730508,-74.001238,,4.5,0,,,
Tipsy Shanghai,Shanghainese,40.72929,-73.99882,$$,4.0,10012,"12,574","110,490","180,973"
Sweet Talk,Cocktail Bars,40.6712112426758,-73.9909439086914,$$,4.0,11215,"28,714","144,330","197,323"
Minetta Tavern,French,40.7300047976758,-74.0006073834151,$$$,4.0,10012,"12,574","110,490","180,973"
Guevara's,Mexican,40.688019,-73.962881,$$,4.5,11238,"25,443","100,568","136,836"
Sanmiwago,Chinese,40.71718663968627,-73.9972861,,4.5,0,,,
Isla & Co.,Australian,40.751771,-73.984269,,4.5,0,,,
Verde on Smith,Italian,40.684439,-73.992244,$$,4.0,11201,"29,262","139,697","198,854"
Le French Diner,French,40.7218274586187,-73.9879689992204,$$,4.5,10002,"33,790","35,607","70,204"
Iris Cafe,Breakfast & Brunch,40.6931816,-74.000869,$$,4.0,11201,"29,262","139,697","198,854"
Sereneco,American (New),40.73025024164356,-73.95781014114618,,4.0,0,,,
Manousheh - Bleecker,Lebanese,40.729511,-74.001275,$,4.5,10012,"12,574","110,490","180,973"
CAFÉ LULUc,French,40.68451,-73.99225,$$,4.0,11201,"29,262","139,697","198,854"
Tonii’s Fresh Rice Noodle,Chinese,40.715608,-73.998949,$,4.5,10013,"12,294","130,675","294,915"
The Folly,Seafood,40.72721,-74.00004,$$,4.0,10012,"12,574","110,490","180,973"
Barbuto,Italian,40.73885,-74.00932,,4.0,0,,,
LaRina Pastificio & Vino,Bars,40.6933631896973,-73.9704132080078,$$,4.0,11205,"16,779","62,952","104,376"
Tavola,Italian,40.755403,-73.994516,$$,4.0,10018,"4,321","136,360","187,702"
Four Five Six,Bars,40.719181,-73.943149,$$,4.5,11222,"17,941","96,435","122,507"
Yia Yia's Taverna,Greek,40.70401,-73.93086,,5.0,0,,,
Taqueria Al Pastor,Mexican,40.69042,-73.99176,$$,4.5,11201,"29,262","139,697","198,854"
Alice Restaurant,Italian,40.73710696813969,-73.99863114881475,,4.0,0,,,
Take31,Korean,40.7463,-73.984809,$$,4.5,10016,"29,005","124,647","181,643"
Mekelburg's,Bars,40.71375,-73.96704,$$,4.0,11249,,,
Marathi,Greek,40.716223625617054,-74.00719064375276,$$$,4.5,10013,"12,294","130,675","294,915"
Grand Master 95,Chinese,40.71776,-73.99422,$$,5.0,10002,"33,790","35,607","70,204"
Winona's,American (Traditional),40.700038,-73.945787,,4.5,0,,,
Gage and Tollner,American (Traditional),40.691328,-73.987861,$$$$,4.0,11201,"29,262","139,697","198,854"
Cafe Spaghetti,Italian,40.68412,-74.0024,,4.5,0,,,
La Brasserie,French,40.74362,-73.98365,,4.5,0,,,
Meze Mazi,Greek,40.74366,-73.97941,,4.0,0,,,
The Monkey King,Chinese,40.7064711,-73.9209643,$$,4.5,11237,"17,383","57,375","76,385"
Leuca,Italian,40.722121,-73.956678,$$$,4.0,11249,,,
Banh,Vietnamese,40.80085,-73.96562,$$,4.5,10025,"40,188","99,067","176,758"
Xi’an Famous Foods,Chinese,40.70919,-74.00934,$$,4.0,10038,"10,800","95,640","155,311"
Taco Vista,Mexican,40.692755886949,-74.0145479142666,,3.5,0,,,
Banter,Breakfast & Brunch,40.739135,-74.005738,$$,4.5,10014,"17,139","136,154","217,624"
Barano,Pizza,40.710372,-73.96794,$$$,4.5,11249,,,
Sweet Catch ,Seafood,40.657376,-73.950539,,4.5,0,,,
LaLou,Restaurants,40.680311,-73.967596,,4.0,0,,,
Crown Shy,American (New),40.7063449,-74.0076944,$$$$,4.0,10005,"4,649","184,681","218,441"
Marc Forgione,American (New),40.71647,-74.0095599,$$$,4.5,10013,"12,294","130,675","294,915"
Gitano Island,Mexican,40.69153851083249,-74.01397807055223,,3.5,0,,,
Mercato,Italian,40.75619,-73.9937,$$,4.0,10018,"4,321","136,360","187,702"
MEXiCUE,Mexican,40.743617,-73.987867,$$,4.0,10010,"16,499","139,188","214,151"
The Commodore,Bars,40.7138257110445,-73.9556050300598,$$,4.0,11211,"40,821","90,871","128,607"
Brooklyn Dumpling Shop,Dim Sum,40.727593,-73.985612,,4.0,0,,,
Cuba Restaurant and Rum Bar,Cuban,40.729084,-73.998832,$$,4.0,10012,"12,574","110,490","180,973"
Ten Hope,Mediterranean,40.713658,-73.957576,$$$,4.0,11211,"40,821","90,871","128,607"
Isla & Co,Cafes,40.72239269626628,-73.95696760248713,,4.0,0,,,
Aldama,Mexican,40.710999707909046,-73.96489653736353,,4.0,0,,,
Lohi Roof Top Bar,Cocktail Bars,40.709106,-73.935238,,4.0,0,,,
Brooklyn Hots,American (New),40.68748327305635,-73.9601805658891,,5.0,0,,,
Jacob's Pickles,Comfort Food,40.7866504411994,-73.9755284786224,$$,4.0,10024,"28,850","137,126","267,771"
Sweet Chick,Southern,40.718371,-73.95733,$$,4.0,11211,"40,821","90,871","128,607"
Front Street Pizza,Pizza,40.70244,-73.98943,$,4.0,11201,"29,262","139,697","198,854"
Au Za'atar,Wine Bars,40.728901,-73.981185,$$,4.0,10009,"29,356","68,220","108,017"
Cho Dang Gol Korean Restaurant,Korean,40.7502365112305,-73.986198425293,$$,4.0,10001,,,
POST,Breakfast & Brunch,40.7225246,-73.9821975,$$,4.5,10009,"29,356","68,220","108,017"
Au Za'atar,Lebanese,40.759,-73.962771,,4.5,0,,,
SOBREMESA,Tacos,40.75026072636496,-73.94863097519296,,4.5,0,,,
Cha-An,Japanese,40.72947,-73.98813,$$,4.0,10003,"25,158","129,981","211,756"
Bar Verde,Mexican,40.7260849061034,-73.9897361397743,$$,4.5,10003,"25,158","129,981","211,756"
El Gran Tejano Tex-Mex Cantina,Tex-Mex,40.7027,-73.9336,,4.5,0,,,
Sapps,Japanese,40.74762,-73.94008,$$,4.0,11101,"14,951","89,525","123,847"
Izakaya,Izakaya,40.72667,-73.98738,$$,4.0,10003,"25,158","129,981","211,756"
Friedmans,Breakfast & Brunch,40.755311,-73.998389,$$,4.0,10018,"4,321","136,360","187,702"
Sweetbriar,American (New),40.7422837,-73.9831629,,4.5,0,,,
Dawa's,Himalayan/Nepalese,40.7456869,-73.9126859,$$,4.5,11377,"31,601","59,910","79,252"
La Petite Joie,French,40.71771170576928,-73.9524272,,4.5,0,,,
Miriam,Wine Bars,40.6801719843659,-73.9777555239717,$$,4.0,11217,"18,627","122,598","182,618"
Calyer,Coffee & Tea,40.6938,-73.96394,,5.0,0,,,
Chino Grande,American (New),40.71350664203596,-73.95855296810493,,4.5,0,,,
Zest Ramen,Ramen,40.71816,-73.99186,$$,4.5,10002,"33,790","35,607","70,204"
Kahlo,Mexican,40.752092,-74.0026757,$$$,4.0,10001,,,
Osteria La Baia,Italian,40.76189587672743,-73.9806749,,4.5,0,,,
The Vasper,American (New),40.74486387424222,-73.98325017010283,,4.5,0,,,
Sea Fire Grill,Seafood,40.754694494554826,-73.97222533963885,$$$,4.5,10017,"9,858","130,417","184,005"
Juliana's - Time Out Market,Pizza,40.703447,-73.99215,,3.5,0,,,
Westlight,Tapas/Small Plates,40.722299,-73.956691,$$$,3.5,11249,,,
The HiHi Room,Burgers,40.6871,-73.99036,,4.5,0,,,
Diem Eatery,Coffee & Tea,40.69129,-73.99756,,5.0,0,,,
Shinka Ramen & Sake Bar,Ramen,40.7170795322745,-73.9952574670315,$$,4.5,10002,"33,790","35,607","70,204"
Yiwanmen,Noodles,40.7193132739237,-73.99627615337461,$,4.0,10013,"12,294","130,675","294,915"
Balboa Restaurant,Caribbean,40.6661,-73.9565499,$,4.0,11225,"24,177","65,200","91,135"
Eataly NYC Flatiron,Italian,40.74200824886595,-73.98993910744127,$$,4.0,10010,"16,499","139,188","214,151"
E Noodle 粥麵館 - Chinatown,Hong Kong Style Cafe,40.71379,-73.99731,$,4.0,10038,"10,800","95,640","155,311"
Claro,Mexican,40.6773587963142,-73.9861984489446,$$,4.0,11215,"28,714","144,330","197,323"
Casa Ora,Venezuelan,40.707943,-73.9437707,$$$,4.5,11206,"31,489","43,065","70,179"
Osteria Morini,Italian,40.7219179851303,-73.9976472073402,$$$,4.0,10012,"12,574","110,490","180,973"
Turk's Inn,Turkish,40.70554,-73.922316,$$$,4.5,11237,"17,383","57,375","76,385"
Fette Sau,Barbeque,40.714066,-73.956327,$$,4.0,11211,"40,821","90,871","128,607"
Ootoya Times Square,Sushi Bars,40.75487,-73.98599,$$,4.0,10036,"17,437","97,720","139,050"
Le Fond,French,40.7258415222168,-73.9511032104492,$$,4.5,11222,"17,941","96,435","122,507"
Pasta Louise Cafe,Italian,40.666091,-73.9787254,$$,4.5,11215,"28,714","144,330","197,323"
NOMO Kitchen,American (New),40.7198301,-74.0000708,$$,3.5,10013,"12,294","130,675","294,915"
Eva’s x Cinco de Mayo,Specialty Food,40.732822,-73.997152,$,4.5,10011,"28,775","136,208","210,553"
Yellow Rose,Tex-Mex,40.732575,-73.98806909999999,,4.5,0,,,
Terasa North Ninth,Mediterranean,40.71897,-73.95634,,4.5,0,,,
Panela,Latin American,40.736805,-74.029445,,4.5,0,,,
Mémé Mediterranean,Mediterranean,40.736412,-74.00616,$$,4.0,10014,"17,139","136,154","217,624"
 Ubani,Georgian,40.73005,-74.00417,$$,4.5,10014,"17,139","136,154","217,624"
Peri Peri Grill House,Halal,40.68474,-73.92916,$$,4.5,11233,"31,811","48,278","71,104"
Los Dos Hermanos,Tapas Bars,40.6897589190199,-73.97237462897537,,4.0,0,,,
Pies-n-Thighs,Southern,40.711191,-73.961424,$$,4.0,11211,"40,821","90,871","128,607"
Toro Loco,Cocktail Bars,40.70421,-74.01208,$$,4.0,10004,"1,822","204,949","325,028"
Los Tacos No.1,Tacos,40.7575067,-73.9877717,$,4.5,10036,"17,437","97,720","139,050"
Nubiani,Korean,40.74699,-73.9854,,4.5,0,,,
Little Ways,American (Traditional),40.722622,-74.0033741,,4.0,0,,,
Maison Yaki,French,40.67749,-73.96913,$$$,3.5,11238,"25,443","100,568","136,836"
Superfine,Bars,40.702236,-73.987426,$$,3.5,11201,"29,262","139,697","198,854"
Sista's Place,Jazz & Blues,40.68338,-73.950477,$$,4.5,11216,"25,771","77,343","108,890"
Coletta,Vegan,40.74094,-73.98139,$$$,4.5,10016,"29,005","124,647","181,643"
NR,Ramen,40.770153,-73.954956,$$,4.5,10021,"22,084","130,968","237,726"
Freda's Caribbean & Soul Cuisine,Caribbean,40.80095,-73.96141,$$,4.0,10025,"40,188","99,067","176,758"
Fonda Tribeca,Mexican,40.71645,-74.00783,,4.5,0,,,
Court Street Tavern,American (Traditional),40.677615,-73.99787,,4.0,0,,,
The Malt House,Gastropubs,40.709659,-74.009262,$$,4.0,10038,"10,800","95,640","155,311"
St. Anselm,American (New),40.7143299,-73.95604,$$$,4.0,11211,"40,821","90,871","128,607"
Qanoon,Middle Eastern,40.74524,-74.00202,$$,4.0,10011,"28,775","136,208","210,553"
Red Fish,Seafood,40.7769158819769,-73.9354103200168,,4.0,0,,,
Lighthouse,Wine Bars,40.710871611836815,-73.95371897659477,$$,4.0,11211,"40,821","90,871","128,607"
7th Street Burger,Burgers,40.72697,-73.98546,$$,4.5,10009,"29,356","68,220","108,017"
Scarpetta,Italian,40.744509,-73.9856,$$$,4.0,10016,"29,005","124,647","181,643"
Miznon,Mediterranean,40.742575,-74.006206,$$,4.0,10011,"28,775","136,208","210,553"
Egg Shop,Breakfast & Brunch,40.7204574688656,-73.9952510689421,$$,4.0,10012,"12,574","110,490","180,973"
Sei Less,Chinese,40.75314,-73.98814,,4.0,0,,,
Danubius Restaurant,Modern European,40.740360159934376,-73.92383323150537,,4.5,0,,,
